"GEO_ID","NAME","B02011_001E","B02011_001M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:",
"1500000US360470271001","Block Group 1; Census Tract 271; Kings County; New York","360","261",
"1500000US360470271002","Block Group 2; Census Tract 271; Kings County; New York","20","32",
"1500000US360470272001","Block Group 1; Census Tract 272; Kings County; New York","401","228",
"1500000US360470272002","Block Group 2; Census Tract 272; Kings County; New York","415","258",
"1500000US360470272003","Block Group 3; Census Tract 272; Kings County; New York","433","251",
"1500000US360470273001","Block Group 1; Census Tract 273; Kings County; New York","26","33",
"1500000US360470273002","Block Group 2; Census Tract 273; Kings County; New York","20","32",
"1500000US360470273003","Block Group 3; Census Tract 273; Kings County; New York","89","77",
"1500000US360470274001","Block Group 1; Census Tract 274; Kings County; New York","823","308",
"1500000US360470274002","Block Group 2; Census Tract 274; Kings County; New York","925","485",
"1500000US360470275001","Block Group 1; Census Tract 275; Kings County; New York","0","13",
"1500000US360470275002","Block Group 2; Census Tract 275; Kings County; New York","90","118",
"1500000US360470275003","Block Group 3; Census Tract 275; Kings County; New York","39","32",
"1500000US360470275004","Block Group 4; Census Tract 275; Kings County; New York","19","30",
"1500000US360470276001","Block Group 1; Census Tract 276; Kings County; New York","803","400",
"1500000US360470276002","Block Group 2; Census Tract 276; Kings County; New York","335","185",
"1500000US360470276003","Block Group 3; Census Tract 276; Kings County; New York","356","233",
"1500000US360470277001","Block Group 1; Census Tract 277; Kings County; New York","11","17",
"1500000US360470277002","Block Group 2; Census Tract 277; Kings County; New York","35","45",
"1500000US360470277003","Block Group 3; Census Tract 277; Kings County; New York","22","29",
"1500000US360470277004","Block Group 4; Census Tract 277; Kings County; New York","0","13",
"1500000US360470278001","Block Group 1; Census Tract 278; Kings County; New York","711","383",
"1500000US360470278002","Block Group 2; Census Tract 278; Kings County; New York","740","366",
"1500000US360470279001","Block Group 1; Census Tract 279; Kings County; New York","62","87",
"1500000US360470279002","Block Group 2; Census Tract 279; Kings County; New York","33","38",
"1500000US360470279003","Block Group 3; Census Tract 279; Kings County; New York","31","53",
"1500000US360470279004","Block Group 4; Census Tract 279; Kings County; New York","26","45",
"1500000US360470280000","Block Group 0; Census Tract 280; Kings County; New York","0","13",
"1500000US360470280001","Block Group 1; Census Tract 280; Kings County; New York","450","168",
"1500000US360470280002","Block Group 2; Census Tract 280; Kings County; New York","282","88",
"1500000US360470281001","Block Group 1; Census Tract 281; Kings County; New York","78","75",
"1500000US360470281002","Block Group 2; Census Tract 281; Kings County; New York","25","39",
"1500000US360470281003","Block Group 3; Census Tract 281; Kings County; New York","126","99",
"1500000US360470282000","Block Group 0; Census Tract 282; Kings County; New York","0","13",
"1500000US360470282001","Block Group 1; Census Tract 282; Kings County; New York","503","213",
"1500000US360470282002","Block Group 2; Census Tract 282; Kings County; New York","592","319",
"1500000US360470282003","Block Group 3; Census Tract 282; Kings County; New York","236","131",
"1500000US360470283001","Block Group 1; Census Tract 283; Kings County; New York","84","88",
"1500000US360470283002","Block Group 2; Census Tract 283; Kings County; New York","34","58",
"1500000US360470283003","Block Group 3; Census Tract 283; Kings County; New York","28","44",
"1500000US360470284001","Block Group 1; Census Tract 284; Kings County; New York","299","147",
"1500000US360470284002","Block Group 2; Census Tract 284; Kings County; New York","599","239",
"1500000US360470284003","Block Group 3; Census Tract 284; Kings County; New York","501","244",
"1500000US360470285011","Block Group 1; Census Tract 285.01; Kings County; New York","57","36",
"1500000US360470285021","Block Group 1; Census Tract 285.02; Kings County; New York","271","352",
"1500000US360470286000","Block Group 0; Census Tract 286; Kings County; New York","0","13",
"1500000US360470286001","Block Group 1; Census Tract 286; Kings County; New York","849","838",
"1500000US360470286002","Block Group 2; Census Tract 286; Kings County; New York","59","106",
"1500000US360470286003","Block Group 3; Census Tract 286; Kings County; New York","559","440",
"1500000US360470286004","Block Group 4; Census Tract 286; Kings County; New York","199","234",
"1500000US360470286005","Block Group 5; Census Tract 286; Kings County; New York","471","380",
"1500000US360470287001","Block Group 1; Census Tract 287; Kings County; New York","55","45",
"1500000US360470287002","Block Group 2; Census Tract 287; Kings County; New York","118","113",
"1500000US360470287003","Block Group 3; Census Tract 287; Kings County; New York","0","13",
"1500000US360470288001","Block Group 1; Census Tract 288; Kings County; New York","257","166",
"1500000US360470288002","Block Group 2; Census Tract 288; Kings County; New York","1046","903",
"1500000US360470288003","Block Group 3; Census Tract 288; Kings County; New York","199","117",
"1500000US360470289001","Block Group 1; Census Tract 289; Kings County; New York","15","24",
"1500000US360470289002","Block Group 2; Census Tract 289; Kings County; New York","0","13",
"1500000US360470289003","Block Group 3; Census Tract 289; Kings County; New York","58","58",
"1500000US360470289004","Block Group 4; Census Tract 289; Kings County; New York","38","55",
"1500000US360470290001","Block Group 1; Census Tract 290; Kings County; New York","463","280",
"1500000US360470290002","Block Group 2; Census Tract 290; Kings County; New York","201","141",
"1500000US360470290003","Block Group 3; Census Tract 290; Kings County; New York","341","193",
"1500000US360470291001","Block Group 1; Census Tract 291; Kings County; New York","54","59",
"1500000US360470291002","Block Group 2; Census Tract 291; Kings County; New York","53","57",
"1500000US360470291003","Block Group 3; Census Tract 291; Kings County; New York","127","158",
"1500000US360470292000","Block Group 0; Census Tract 292; Kings County; New York","0","13",
"1500000US360470292001","Block Group 1; Census Tract 292; Kings County; New York","386","182",
"1500000US360470292002","Block Group 2; Census Tract 292; Kings County; New York","425","155",
"1500000US360470292003","Block Group 3; Census Tract 292; Kings County; New York","0","13",
"1500000US360470293001","Block Group 1; Census Tract 293; Kings County; New York","11","18",
"1500000US360470293002","Block Group 2; Census Tract 293; Kings County; New York","43","51",
"1500000US360470293003","Block Group 3; Census Tract 293; Kings County; New York","83","74",
"1500000US360470293004","Block Group 4; Census Tract 293; Kings County; New York","46","47",
"1500000US360470294000","Block Group 0; Census Tract 294; Kings County; New York","0","13",
"1500000US360470294001","Block Group 1; Census Tract 294; Kings County; New York","816","260",
"1500000US360470295001","Block Group 1; Census Tract 295; Kings County; New York","23","37",
"1500000US360470295002","Block Group 2; Census Tract 295; Kings County; New York","0","13",
"1500000US360470295003","Block Group 3; Census Tract 295; Kings County; New York","68","104",
"1500000US360470295004","Block Group 4; Census Tract 295; Kings County; New York","11","18",
"1500000US360470296001","Block Group 1; Census Tract 296; Kings County; New York","297","298",
"1500000US360470296002","Block Group 2; Census Tract 296; Kings County; New York","354","246",
"1500000US360470296003","Block Group 3; Census Tract 296; Kings County; New York","660","349",
"1500000US360470296004","Block Group 4; Census Tract 296; Kings County; New York","227","213",
"1500000US360470297001","Block Group 1; Census Tract 297; Kings County; New York","4","6",
"1500000US360470297002","Block Group 2; Census Tract 297; Kings County; New York","122","116",
"1500000US360470297003","Block Group 3; Census Tract 297; Kings County; New York","28","31",
"1500000US360470298001","Block Group 1; Census Tract 298; Kings County; New York","525","286",
"1500000US360470298002","Block Group 2; Census Tract 298; Kings County; New York","589","486",
"1500000US360470298003","Block Group 3; Census Tract 298; Kings County; New York","363","186",
"1500000US360470299001","Block Group 1; Census Tract 299; Kings County; New York","11","17",
"1500000US360470299002","Block Group 2; Census Tract 299; Kings County; New York","6","14",
"1500000US360470300001","Block Group 1; Census Tract 300; Kings County; New York","307","243",
"1500000US360470300002","Block Group 2; Census Tract 300; Kings County; New York","354","243",
"1500000US360470300003","Block Group 3; Census Tract 300; Kings County; New York","373","187",
"1500000US360470300004","Block Group 4; Census Tract 300; Kings County; New York","661","303",
"1500000US360470300005","Block Group 5; Census Tract 300; Kings County; New York","184","125",
"1500000US360470300006","Block Group 6; Census Tract 300; Kings County; New York","0","13",
"1500000US360470301001","Block Group 1; Census Tract 301; Kings County; New York","28","31",
"1500000US360470301002","Block Group 2; Census Tract 301; Kings County; New York","1","6",
"1500000US360470301003","Block Group 3; Census Tract 301; Kings County; New York","13","17",
"1500000US360470302001","Block Group 1; Census Tract 302; Kings County; New York","652","272",
"1500000US360470302002","Block Group 2; Census Tract 302; Kings County; New York","681","227",
"1500000US360470302003","Block Group 3; Census Tract 302; Kings County; New York","1186","417",
"1500000US360470303001","Block Group 1; Census Tract 303; Kings County; New York","14","24",
"1500000US360470303002","Block Group 2; Census Tract 303; Kings County; New York","0","13",
"1500000US360470303003","Block Group 3; Census Tract 303; Kings County; New York","9","13",
"1500000US360470304000","Block Group 0; Census Tract 304; Kings County; New York","0","13",
"1500000US360470304001","Block Group 1; Census Tract 304; Kings County; New York","959","324",
"1500000US360470304002","Block Group 2; Census Tract 304; Kings County; New York","368","180",
"1500000US360470304003","Block Group 3; Census Tract 304; Kings County; New York","559","255",
"1500000US360470305001","Block Group 1; Census Tract 305; Kings County; New York","171","250",
"1500000US360470305002","Block Group 2; Census Tract 305; Kings County; New York","233","214",
"1500000US360470305003","Block Group 3; Census Tract 305; Kings County; New York","274","189",
"1500000US360470305004","Block Group 4; Census Tract 305; Kings County; New York","105","89",
"1500000US360470306001","Block Group 1; Census Tract 306; Kings County; New York","855","164",
"1500000US360470307001","Block Group 1; Census Tract 307; Kings County; New York","44","69",
"1500000US360470307002","Block Group 2; Census Tract 307; Kings County; New York","0","13",
"1500000US360470307003","Block Group 3; Census Tract 307; Kings County; New York","54","141",
"1500000US360470308001","Block Group 1; Census Tract 308; Kings County; New York","847","201",
"1500000US360470309001","Block Group 1; Census Tract 309; Kings County; New York","0","13",
"1500000US360470309002","Block Group 2; Census Tract 309; Kings County; New York","84","72",
"1500000US360470311001","Block Group 1; Census Tract 311; Kings County; New York","30","43",
"1500000US360470311002","Block Group 2; Census Tract 311; Kings County; New York","80","101",
"1500000US360470311003","Block Group 3; Census Tract 311; Kings County; New York","66","111",
"1500000US360470313001","Block Group 1; Census Tract 313; Kings County; New York","59","92",
"1500000US360470313002","Block Group 2; Census Tract 313; Kings County; New York","84","74",
"1500000US360470313003","Block Group 3; Census Tract 313; Kings County; New York","7","11",
"1500000US360470313004","Block Group 4; Census Tract 313; Kings County; New York","20","33",
"1500000US360470314010","Block Group 0; Census Tract 314.01; Kings County; New York","0","13",
"1500000US360470314011","Block Group 1; Census Tract 314.01; Kings County; New York","172","137",
"1500000US360470314012","Block Group 2; Census Tract 314.01; Kings County; New York","0","13",
"1500000US360470314013","Block Group 3; Census Tract 314.01; Kings County; New York","460","339",
"1500000US360470314014","Block Group 4; Census Tract 314.01; Kings County; New York","0","13",
"1500000US360470314015","Block Group 5; Census Tract 314.01; Kings County; New York","439","289",
"1500000US360470314016","Block Group 6; Census Tract 314.01; Kings County; New York","316","350",
"1500000US360470314020","Block Group 0; Census Tract 314.02; Kings County; New York","0","13",
"1500000US360470314021","Block Group 1; Census Tract 314.02; Kings County; New York","0","13",
"1500000US360470315001","Block Group 1; Census Tract 315; Kings County; New York","167","198",
"1500000US360470315002","Block Group 2; Census Tract 315; Kings County; New York","125","150",
"1500000US360470315003","Block Group 3; Census Tract 315; Kings County; New York","49","43",
"1500000US360470315004","Block Group 4; Census Tract 315; Kings County; New York","32","35",
"1500000US360470317011","Block Group 1; Census Tract 317.01; Kings County; New York","111","73",
"1500000US360470317012","Block Group 2; Census Tract 317.01; Kings County; New York","41","41",
"1500000US360470317013","Block Group 3; Census Tract 317.01; Kings County; New York","187","165",
"1500000US360470317021","Block Group 1; Census Tract 317.02; Kings County; New York","122","83",
"1500000US360470317022","Block Group 2; Census Tract 317.02; Kings County; New York","36","32",
"1500000US360470317023","Block Group 3; Census Tract 317.02; Kings County; New York","109","58",
"1500000US360470319001","Block Group 1; Census Tract 319; Kings County; New York","0","13",
"1500000US360470319002","Block Group 2; Census Tract 319; Kings County; New York","49","77",
"1500000US360470319003","Block Group 3; Census Tract 319; Kings County; New York","0","13",
"1500000US360470321001","Block Group 1; Census Tract 321; Kings County; New York","0","13",
"1500000US360470321002","Block Group 2; Census Tract 321; Kings County; New York","113","121",
"1500000US360470321003","Block Group 3; Census Tract 321; Kings County; New York","0","13",
"1500000US360470321004","Block Group 4; Census Tract 321; Kings County; New York","79","88",
"1500000US360470323001","Block Group 1; Census Tract 323; Kings County; New York","0","13",
"1500000US360470323002","Block Group 2; Census Tract 323; Kings County; New York","12","18",
"1500000US360470323003","Block Group 3; Census Tract 323; Kings County; New York","0","13",
"1500000US360470325001","Block Group 1; Census Tract 325; Kings County; New York","28","30",
"1500000US360470325002","Block Group 2; Census Tract 325; Kings County; New York","220","98",
"1500000US360470325003","Block Group 3; Census Tract 325; Kings County; New York","16","24",
"1500000US360470326001","Block Group 1; Census Tract 326; Kings County; New York","3","5",
"1500000US360470326002","Block Group 2; Census Tract 326; Kings County; New York","38","64",
"1500000US360470326003","Block Group 3; Census Tract 326; Kings County; New York","217","350",
"1500000US360470326004","Block Group 4; Census Tract 326; Kings County; New York","0","13",
"1500000US360470326005","Block Group 5; Census Tract 326; Kings County; New York","1446","988",
"1500000US360470327001","Block Group 1; Census Tract 327; Kings County; New York","0","13",
"1500000US360470327002","Block Group 2; Census Tract 327; Kings County; New York","42","46",
"1500000US360470327003","Block Group 3; Census Tract 327; Kings County; New York","37","47",
"1500000US360470328001","Block Group 1; Census Tract 328; Kings County; New York","117","125",
"1500000US360470328002","Block Group 2; Census Tract 328; Kings County; New York","253","126",
"1500000US360470328003","Block Group 3; Census Tract 328; Kings County; New York","423","324",
"1500000US360470328004","Block Group 4; Census Tract 328; Kings County; New York","187","296",
"1500000US360470329001","Block Group 1; Census Tract 329; Kings County; New York","242","342",
"1500000US360470329002","Block Group 2; Census Tract 329; Kings County; New York","25","40",
"1500000US360470329003","Block Group 3; Census Tract 329; Kings County; New York","93","81",
"1500000US360470329004","Block Group 4; Census Tract 329; Kings County; New York","48","97",
"1500000US360470330000","Block Group 0; Census Tract 330; Kings County; New York","0","13",
"1500000US360470330001","Block Group 1; Census Tract 330; Kings County; New York","320","257",
"1500000US360470330002","Block Group 2; Census Tract 330; Kings County; New York","31","41",
"1500000US360470330003","Block Group 3; Census Tract 330; Kings County; New York","117","104",
"1500000US360470331001","Block Group 1; Census Tract 331; Kings County; New York","0","13",
"1500000US360470331002","Block Group 2; Census Tract 331; Kings County; New York","23","37",
"1500000US360470331003","Block Group 3; Census Tract 331; Kings County; New York","0","13",
"1500000US360470333001","Block Group 1; Census Tract 333; Kings County; New York","31","38",
"1500000US360470333002","Block Group 2; Census Tract 333; Kings County; New York","0","13",
"1500000US360470333003","Block Group 3; Census Tract 333; Kings County; New York","0","13",
"1500000US360470335001","Block Group 1; Census Tract 335; Kings County; New York","0","13",
"1500000US360470335002","Block Group 2; Census Tract 335; Kings County; New York","19","21",
"1500000US360470335003","Block Group 3; Census Tract 335; Kings County; New York","2","6",
"1500000US360470336000","Block Group 0; Census Tract 336; Kings County; New York","0","13",
"1500000US360470336001","Block Group 1; Census Tract 336; Kings County; New York","817","745",
"1500000US360470336002","Block Group 2; Census Tract 336; Kings County; New York","175","206",
"1500000US360470336003","Block Group 3; Census Tract 336; Kings County; New York","13","25",
"1500000US360470336004","Block Group 4; Census Tract 336; Kings County; New York","0","13",
"1500000US360470336005","Block Group 5; Census Tract 336; Kings County; New York","9","13",
"1500000US360470337011","Block Group 1; Census Tract 337.01; Kings County; New York","8","16",
"1500000US360470337012","Block Group 2; Census Tract 337.01; Kings County; New York","0","13",
"1500000US360470337021","Block Group 1; Census Tract 337.02; Kings County; New York","11","25",
"1500000US360470337022","Block Group 2; Census Tract 337.02; Kings County; New York","55","52",
"1500000US360470339001","Block Group 1; Census Tract 339; Kings County; New York","9","14",
"1500000US360470339002","Block Group 2; Census Tract 339; Kings County; New York","220","200",
"1500000US360470339003","Block Group 3; Census Tract 339; Kings County; New York","76","57",
"1500000US360470339004","Block Group 4; Census Tract 339; Kings County; New York","53","41",
"1500000US360470340001","Block Group 1; Census Tract 340; Kings County; New York","95","69",
"1500000US360470340002","Block Group 2; Census Tract 340; Kings County; New York","18","22",
"1500000US360470341001","Block Group 1; Census Tract 341; Kings County; New York","15","23",
"1500000US360470341002","Block Group 2; Census Tract 341; Kings County; New York","38","41",
"1500000US360470341003","Block Group 3; Census Tract 341; Kings County; New York","0","13",
"1500000US360470342001","Block Group 1; Census Tract 342; Kings County; New York","0","13",
"1500000US360470342002","Block Group 2; Census Tract 342; Kings County; New York","165","199",
"1500000US360470342003","Block Group 3; Census Tract 342; Kings County; New York","50","69",
"1500000US360470342004","Block Group 4; Census Tract 342; Kings County; New York","1","3",
"1500000US360470343001","Block Group 1; Census Tract 343; Kings County; New York","0","13",
"1500000US360470343002","Block Group 2; Census Tract 343; Kings County; New York","32","48",
"1500000US360470343003","Block Group 3; Census Tract 343; Kings County; New York","0","13",
"1500000US360470343004","Block Group 4; Census Tract 343; Kings County; New York","0","13",
"1500000US360470345001","Block Group 1; Census Tract 345; Kings County; New York","32","49",
"1500000US360470345002","Block Group 2; Census Tract 345; Kings County; New York","46","46",
"1500000US360470347001","Block Group 1; Census Tract 347; Kings County; New York","0","13",
"1500000US360470347002","Block Group 2; Census Tract 347; Kings County; New York","0","13",
"1500000US360470347003","Block Group 3; Census Tract 347; Kings County; New York","0","13",
"1500000US360470348001","Block Group 1; Census Tract 348; Kings County; New York","582","273",
"1500000US360470348002","Block Group 2; Census Tract 348; Kings County; New York","76","61",
"1500000US360470349011","Block Group 1; Census Tract 349.01; Kings County; New York","0","13",
"1500000US360470349012","Block Group 2; Census Tract 349.01; Kings County; New York","129","107",
"1500000US360470349021","Block Group 1; Census Tract 349.02; Kings County; New York","76","121",
"1500000US360470349022","Block Group 2; Census Tract 349.02; Kings County; New York","13","19",
"1500000US360470349023","Block Group 3; Census Tract 349.02; Kings County; New York","30","60",
"1500000US360470350001","Block Group 1; Census Tract 350; Kings County; New York","0","13",
"1500000US360470350002","Block Group 2; Census Tract 350; Kings County; New York","0","13",
"1500000US360470351011","Block Group 1; Census Tract 351.01; Kings County; New York","60","85",
"1500000US360470351021","Block Group 1; Census Tract 351.02; Kings County; New York","44","50",
"1500000US360470351022","Block Group 2; Census Tract 351.02; Kings County; New York","0","13",
"1500000US360470352000","Block Group 0; Census Tract 352; Kings County; New York","0","13",
"1500000US360470352001","Block Group 1; Census Tract 352; Kings County; New York","101","70",
"1500000US360470353011","Block Group 1; Census Tract 353.01; Kings County; New York","0","13",
"1500000US360470353012","Block Group 2; Census Tract 353.01; Kings County; New York","14","23",
"1500000US360470353021","Block Group 1; Census Tract 353.02; Kings County; New York","0","13",
"1500000US360470353022","Block Group 2; Census Tract 353.02; Kings County; New York","0","13",
"1500000US360470354001","Block Group 1; Census Tract 354; Kings County; New York","0","13",
"1500000US360470354002","Block Group 2; Census Tract 354; Kings County; New York","0","13",
"1500000US360470354003","Block Group 3; Census Tract 354; Kings County; New York","0","13",
"1500000US360470355001","Block Group 1; Census Tract 355; Kings County; New York","30","47",
"1500000US360470355002","Block Group 2; Census Tract 355; Kings County; New York","21","35",
"1500000US360470355003","Block Group 3; Census Tract 355; Kings County; New York","10","17",
"1500000US360470356011","Block Group 1; Census Tract 356.01; Kings County; New York","59","70",
"1500000US360470356021","Block Group 1; Census Tract 356.02; Kings County; New York","62","70",
"1500000US360470356022","Block Group 2; Census Tract 356.02; Kings County; New York","36","34",
"1500000US360470356023","Block Group 3; Census Tract 356.02; Kings County; New York","492","455",
"1500000US360470357011","Block Group 1; Census Tract 357.01; Kings County; New York","15","25",
"1500000US360470357021","Block Group 1; Census Tract 357.02; Kings County; New York","0","13",
"1500000US360470359001","Block Group 1; Census Tract 359; Kings County; New York","143","146",
"1500000US360470359002","Block Group 2; Census Tract 359; Kings County; New York","1","2",
"1500000US360470359003","Block Group 3; Census Tract 359; Kings County; New York","13","27",
"1500000US360470359004","Block Group 4; Census Tract 359; Kings County; New York","0","13",
"1500000US360470360011","Block Group 1; Census Tract 360.01; Kings County; New York","0","13",
"1500000US360470360012","Block Group 2; Census Tract 360.01; Kings County; New York","151","179",
"1500000US360470360013","Block Group 3; Census Tract 360.01; Kings County; New York","131","148",
"1500000US360470360021","Block Group 1; Census Tract 360.02; Kings County; New York","189","150",
"1500000US360470360022","Block Group 2; Census Tract 360.02; Kings County; New York","242","269",
"1500000US360470361001","Block Group 1; Census Tract 361; Kings County; New York","5","7",
"1500000US360470361002","Block Group 2; Census Tract 361; Kings County; New York","0","13",
"1500000US360470361003","Block Group 3; Census Tract 361; Kings County; New York","0","13",
"1500000US360470362001","Block Group 1; Census Tract 362; Kings County; New York","332","218",
"1500000US360470362002","Block Group 2; Census Tract 362; Kings County; New York","311","300",
"1500000US360470362003","Block Group 3; Census Tract 362; Kings County; New York","392","313",
"1500000US360470363001","Block Group 1; Census Tract 363; Kings County; New York","0","13",
"1500000US360470363002","Block Group 2; Census Tract 363; Kings County; New York","14","20",
"1500000US360470363003","Block Group 3; Census Tract 363; Kings County; New York","0","13",
"1500000US360470363004","Block Group 4; Census Tract 363; Kings County; New York","0","13",
"1500000US360470364001","Block Group 1; Census Tract 364; Kings County; New York","236","118",
"1500000US360470364002","Block Group 2; Census Tract 364; Kings County; New York","120","124",
"1500000US360470365011","Block Group 1; Census Tract 365.01; Kings County; New York","9","15",
"1500000US360470365012","Block Group 2; Census Tract 365.01; Kings County; New York","0","13",
"1500000US360470365021","Block Group 1; Census Tract 365.02; Kings County; New York","33","51",
"1500000US360470366001","Block Group 1; Census Tract 366; Kings County; New York","543","229",
"1500000US360470366002","Block Group 2; Census Tract 366; Kings County; New York","156","112",
"1500000US360470366003","Block Group 3; Census Tract 366; Kings County; New York","636","680",
"1500000US360470367001","Block Group 1; Census Tract 367; Kings County; New York","0","13",
"1500000US360470367002","Block Group 2; Census Tract 367; Kings County; New York","0","13",
"1500000US360470367003","Block Group 3; Census Tract 367; Kings County; New York","0","13",
"1500000US360470367004","Block Group 4; Census Tract 367; Kings County; New York","0","13",
"1500000US360470369001","Block Group 1; Census Tract 369; Kings County; New York","112","171",
"1500000US360470369002","Block Group 2; Census Tract 369; Kings County; New York","5","9",
"1500000US360470369003","Block Group 3; Census Tract 369; Kings County; New York","126","110",
"1500000US360470369004","Block Group 4; Census Tract 369; Kings County; New York","0","13",
"1500000US360470370001","Block Group 1; Census Tract 370; Kings County; New York","371","280",
"1500000US360470370002","Block Group 2; Census Tract 370; Kings County; New York","91","117",
"1500000US360470370003","Block Group 3; Census Tract 370; Kings County; New York","513","188",
"1500000US360470370004","Block Group 4; Census Tract 370; Kings County; New York","242","113",
"1500000US360470371001","Block Group 1; Census Tract 371; Kings County; New York","37","56",
"1500000US360470371002","Block Group 2; Census Tract 371; Kings County; New York","80","115",
"1500000US360470371003","Block Group 3; Census Tract 371; Kings County; New York","19","28",
"1500000US360470371004","Block Group 4; Census Tract 371; Kings County; New York","10","16",
"1500000US360470371005","Block Group 5; Census Tract 371; Kings County; New York","9","14",
"1500000US360470373001","Block Group 1; Census Tract 373; Kings County; New York","162","191",
"1500000US360470373002","Block Group 2; Census Tract 373; Kings County; New York","34","66",
"1500000US360470373003","Block Group 3; Census Tract 373; Kings County; New York","41","65",
"1500000US360470373004","Block Group 4; Census Tract 373; Kings County; New York","45","41",
"1500000US360470374011","Block Group 1; Census Tract 374.01; Kings County; New York","180","166",
"1500000US360470374012","Block Group 2; Census Tract 374.01; Kings County; New York","16","23",
"1500000US360470374013","Block Group 3; Census Tract 374.01; Kings County; New York","118","134",
"1500000US360470374014","Block Group 4; Census Tract 374.01; Kings County; New York","63","68",
"1500000US360470374015","Block Group 5; Census Tract 374.01; Kings County; New York","171","158",
"1500000US360470374021","Block Group 1; Census Tract 374.02; Kings County; New York","451","382",
"1500000US360470374022","Block Group 2; Census Tract 374.02; Kings County; New York","520","611",
"1500000US360470374023","Block Group 3; Census Tract 374.02; Kings County; New York","190","167",
"1500000US360470374024","Block Group 4; Census Tract 374.02; Kings County; New York","17","26",
"1500000US360470375001","Block Group 1; Census Tract 375; Kings County; New York","0","13",
"1500000US360470375002","Block Group 2; Census Tract 375; Kings County; New York","109","57",
"1500000US360470375003","Block Group 3; Census Tract 375; Kings County; New York","133","212",
"1500000US360470377001","Block Group 1; Census Tract 377; Kings County; New York","39","42",
"1500000US360470377002","Block Group 2; Census Tract 377; Kings County; New York","40","65",
"1500000US360470377003","Block Group 3; Census Tract 377; Kings County; New York","29","41",
"1500000US360470377004","Block Group 4; Census Tract 377; Kings County; New York","47","45",
"1500000US360470379001","Block Group 1; Census Tract 379; Kings County; New York","2","14",
"1500000US360470379002","Block Group 2; Census Tract 379; Kings County; New York","51","55",
"1500000US360470379003","Block Group 3; Census Tract 379; Kings County; New York","9","13",
"1500000US360470381001","Block Group 1; Census Tract 381; Kings County; New York","370","344",
"1500000US360470381002","Block Group 2; Census Tract 381; Kings County; New York","0","13",
"1500000US360470381003","Block Group 3; Census Tract 381; Kings County; New York","45","71",
"1500000US360470381004","Block Group 4; Census Tract 381; Kings County; New York","194","215",
"1500000US360470382001","Block Group 1; Census Tract 382; Kings County; New York","323","198",
"1500000US360470382002","Block Group 2; Census Tract 382; Kings County; New York","410","298",
"1500000US360470382003","Block Group 3; Census Tract 382; Kings County; New York","361","219",
"1500000US360470383001","Block Group 1; Census Tract 383; Kings County; New York","80","93",
"1500000US360470383002","Block Group 2; Census Tract 383; Kings County; New York","12","19",
"1500000US360470383003","Block Group 3; Census Tract 383; Kings County; New York","0","13",
"1500000US360470383004","Block Group 4; Census Tract 383; Kings County; New York","5","9",
"1500000US360470385001","Block Group 1; Census Tract 385; Kings County; New York","0","13",
"1500000US360470385002","Block Group 2; Census Tract 385; Kings County; New York","48","51",
"1500000US360470385003","Block Group 3; Census Tract 385; Kings County; New York","25","38",
"1500000US360470385004","Block Group 4; Census Tract 385; Kings County; New York","88","84",
"1500000US360470386001","Block Group 1; Census Tract 386; Kings County; New York","348","230",
"1500000US360470386002","Block Group 2; Census Tract 386; Kings County; New York","839","277",
"1500000US360470387001","Block Group 1; Census Tract 387; Kings County; New York","559","784",
"1500000US360470387002","Block Group 2; Census Tract 387; Kings County; New York","20","31",
"1500000US360470387003","Block Group 3; Census Tract 387; Kings County; New York","20","17",
"1500000US360470387004","Block Group 4; Census Tract 387; Kings County; New York","74","88",
"1500000US360470388001","Block Group 1; Census Tract 388; Kings County; New York","16","26",
"1500000US360470388002","Block Group 2; Census Tract 388; Kings County; New York","0","13",
"1500000US360470388003","Block Group 3; Census Tract 388; Kings County; New York","63","67",
"1500000US360470388004","Block Group 4; Census Tract 388; Kings County; New York","179","205",
"1500000US360470389001","Block Group 1; Census Tract 389; Kings County; New York","60","69",
"1500000US360470389002","Block Group 2; Census Tract 389; Kings County; New York","30","34",
"1500000US360470389003","Block Group 3; Census Tract 389; Kings County; New York","146","155",
"1500000US360470390001","Block Group 1; Census Tract 390; Kings County; New York","85","63",
"1500000US360470390002","Block Group 2; Census Tract 390; Kings County; New York","0","13",
"1500000US360470391001","Block Group 1; Census Tract 391; Kings County; New York","399","263",
"1500000US360470391002","Block Group 2; Census Tract 391; Kings County; New York","260","163",
"1500000US360470392001","Block Group 1; Census Tract 392; Kings County; New York","38","58",
"1500000US360470392002","Block Group 2; Census Tract 392; Kings County; New York","17","27",
"1500000US360470393001","Block Group 1; Census Tract 393; Kings County; New York","61","50",
"1500000US360470393002","Block Group 2; Census Tract 393; Kings County; New York","312","314",
"1500000US360470393003","Block Group 3; Census Tract 393; Kings County; New York","229","229",
"1500000US360470394001","Block Group 1; Census Tract 394; Kings County; New York","69","69",
"1500000US360470394002","Block Group 2; Census Tract 394; Kings County; New York","16","24",
"1500000US360470394003","Block Group 3; Census Tract 394; Kings County; New York","69","90",
"1500000US360470395001","Block Group 1; Census Tract 395; Kings County; New York","91","98",
"1500000US360470395002","Block Group 2; Census Tract 395; Kings County; New York","27","28",
"1500000US360470395003","Block Group 3; Census Tract 395; Kings County; New York","58","74",
